"","Species.Pop","HighestTrait","lat","lon","maxtemp","tolerance_point","tolerance_lower","tolerance_upper"
"32","Aedes_aegypti","BitingRate","-1.29","36.85","33.79951099037","6.20048900962998","6.20048900962998","6.60048900962997"
"33","Aedes_aegypti","BitingRate","-0.52","166.93","33.7997114345277","6.20028856547231","6.20028856547231","6.6002885654723"
"34","Aedes_aegypti","BitingRate","-0.52","166.92","33.7997301046699","6.20026989533013","6.20026989533013","6.60026989533013"
"35","Aedes_aegypti","BitingRate","1.3","103.85","33.7999525094421","6.20004749055793","6.20004749055793","6.60004749055793"
"36","Aedes_aegypti","BitingRate","1.45","125.2","33.7996606219395","6.20033937806047","6.20033937806047","6.60033937806047"
"37","Aedes_aegypti","BitingRate","3.21","101.64","35.7497528941872","4.2502471058128","4.2502471058128","4.6502471058128"
"38","Aedes_aegypti","BitingRate","-4","39.59","35.3475777937014","4.65242220629858","4.65242220629858","5.05242220629858"
"39","Aedes_aegypti","BitingRate","-3.97","39.5","35.6425369393106","4.35746306068937","4.35746306068937","4.75746306068937"
"40","Aedes_aegypti","BitingRate","-3.95","39.53","35.0346882865235","4.96531171347646","4.96531171347646","5.36531171347646"
"41","Aedes_aegypti","BitingRate","-2.54","37.53","33.7998898905882","6.20011010941182","6.20011010941182","6.60011010941182"
"42","Aedes_aegypti","BitingRate","1.46","103.75","33.7998800102215","6.20011998977849","6.20011998977849","6.60011998977848"
"43","Aedes_aegypti","BitingRate","2.2","102.25","33.7999341497799","6.20006585022014","6.20006585022014","6.60006585022014"
"44","Aedes_aegypti","BitingRate","2.75","102.16","33.7997606531541","6.20023934684594","6.20023934684594","6.60023934684594"
"45","Aedes_aegypti","BitingRate","3.16","101.7","35.5905523747784","4.4094476252216","4.4094476252216","4.8094476252216"
"46","Aedes_aegypti","BitingRate","3.35","101.25","34.0410481617006","5.95895183829936","5.95895183829936","6.35895183829936"
"47","Aedes_aegypti","BitingRate","5","101","33.7984549851795","6.20154501482054","6.20154501482054","6.60154501482054"
"48","Aedes_aegypti","BitingRate","-4.03","39.69","34.5891795190781","5.41082048092187","5.41082048092187","5.81082048092187"
"49","Aedes_aegypti","BitingRate","-3.63","143.05","33.7999156296195","6.20008437038049","6.20008437038049","6.60008437038049"
"50","Aedes_aegypti","BitingRate","-3.55","143.63","33.7995320484043","6.20046795159572","6.20046795159572","6.60046795159572"
"51","Aedes_aegypti","BitingRate","-3.49","38.44","33.9479415734677","6.05205842653231","6.05205842653231","6.4520584265323"
"52","Aedes_aegypti","BitingRate","1.35","172.93","33.7999987805216","6.20000121947836","6.20000121947836","6.60000121947836"
"53","Aedes_aegypti","BitingRate","1.36","173.15","33.7996349453789","6.20036505462111","6.20036505462111","6.60036505462111"
"54","Aedes_aegypti","BitingRate","1.36","173.13","33.7999517704339","6.20004822956605","6.20004822956605","6.60004822956605"
"55","Aedes_aegypti","BitingRate","-2.41","-48.15","35.8235380747132","4.1764619252868","4.1764619252868","4.5764619252868"
"56","Aedes_aegypti","BitingRate","3.12","101.68","34.8680916189257","5.13190838107431","5.13190838107431","5.53190838107431"
"57","Aedes_aegypti","BitingRate","-4.66","105.71","33.9507627405214","6.04923725947861","6.04923725947861","6.44923725947861"
"58","Aedes_aegypti","BitingRate","-2.98","104.75","34.2310753600584","5.76892463994155","5.76892463994155","6.16892463994155"
"59","Aedes_aegypti","BitingRate","1.53","124.91","33.7999370610449","6.20006293895509","6.20006293895509","6.60006293895509"
"60","Aedes_aegypti","BitingRate","-2.58","-51.91","35.8059410983685","4.19405890163148","4.19405890163148","4.59405890163148"
"61","Aedes_aegypti","BitingRate","4.93","-52.33","33.8491632525017","6.15083674749832","6.15083674749832","6.55083674749832"
"62","Aedes_aegypti","BitingRate","4.38","18.55","37.0689977239195","2.93100227608051","2.93100227608051","3.3310022760805"
"63","Aedes_aegypti","BitingRate","-4.18","39.45","33.7998545263929","6.20014547360713","6.20014547360713","6.60014547360713"
"64","Aedes_aegypti","BitingRate","-4.31","15.32","34.5760041830367","5.42399581696335","5.42399581696335","5.82399581696335"
"65","Aedes_aegypti","BitingRate","-3.76","-73.25","35.157646130204","4.84235386979598","4.84235386979598","5.24235386979598"
"66","Aedes_aegypti","BitingRate","-3.75","-73.19","35.17465160323","4.82534839677002","4.82534839677002","5.22534839677002"
"67","Aedes_aegypti","BitingRate","3.45","-76.52","33.7999581015092","6.2000418984908","6.2000418984908","6.6000418984908"
"68","Aedes_aegypti","BitingRate","3.64","-54.03","36.3053696371414","3.69463036285863","3.69463036285863","4.09463036285862"
"69","Aedes_aegypti","BitingRate","-4.25","119.62","34.4634058969524","5.53659410304758","5.53659410304758","5.93659410304758"
"70","Aedes_aegypti","BitingRate","-3.49","119.12","33.7997979483062","6.20020205169383","6.20020205169383","6.60020205169383"
"71","Aedes_aegypti","BitingRate","-3.42","119.34","33.7992707515902","6.20072924840976","6.20072924840976","6.60072924840976"
"72","Aedes_aegypti","BitingRate","4.26","-54.37","35.9956373025891","4.00436269741093","4.00436269741093","4.40436269741092"
"73","Aedes_aegypti","BitingRate","4.31","-52.14","34.2156198982273","5.78438010177273","5.78438010177273","6.18438010177273"
"74","Aedes_aegypti","BitingRate","1.16","127.84","33.7999844472324","6.20001555276764","6.20001555276764","6.60001555276764"
"75","Aedes_aegypti","BitingRate","1.18","127.9","33.7999292222803","6.20007077771968","6.20007077771968","6.60007077771968"
"76","Aedes_aegypti","BitingRate","2.29","111.83","33.9593086368305","6.04069136316949","6.04069136316949","6.44069136316949"
"77","Aedes_aegypti","BitingRate","2.41","-60.86","34.2585345713887","5.74146542861134","5.74146542861134","6.14146542861134"
"78","Aedes_aegypti","BitingRate","3.9","-51.81","34.5586448753055","5.44135512469447","5.44135512469447","5.84135512469447"
"79","Aedes_aegypti","BitingRate","-3.72","-38.51","33.7999418709299","6.20005812907012","6.20005812907012","6.60005812907012"
"80","Aedes_aegypti","BitingRate","-3.31","-41.41","34.5767598614374","5.42324013856257","5.42324013856257","5.82324013856257"
"81","Aedes_aegypti","BitingRate","3.05","101.76","33.8866464068299","6.11335359317011","6.11335359317011","6.51335359317011"
"82","Aedes_aegypti","BitingRate","3.08","101.62","35.1177309150834","4.88226908491658","4.88226908491658","5.28226908491658"
"83","Aedes_aegypti","BitingRate","3.11","101.73","34.7362133428053","5.26378665719465","5.26378665719465","5.66378665719465"
"84","Aedes_aegypti","BitingRate","3.13","101.63","35.8866416320099","4.11335836799007","4.11335836799007","4.51335836799007"
"85","Aedes_aegypti","BitingRate","3.15","101.72","35.5022926741573","4.49770732584273","4.49770732584273","4.89770732584272"
"86","Aedes_aegypti","BitingRate","3.16","101.66","35.6434599809243","4.35654001907573","4.35654001907573","4.75654001907573"
"87","Aedes_aegypti","BitingRate","3.18","101.7","35.516329635174","4.48367036482602","4.48367036482602","4.88367036482602"
"88","Aedes_aegypti","BitingRate","3.21","101.63","35.4913918346307","4.50860816536931","4.50860816536931","4.90860816536931"
"89","Aedes_aegypti","BitingRate","4.92","-52.37","33.7995348603531","6.20046513964694","6.20046513964694","6.60046513964694"
"90","Aedes_aegypti","BitingRate","4.94","-52.33","33.8349995860728","6.16500041392722","6.16500041392722","6.56500041392722"
"91","Aedes_aegypti","BitingRate","-4.42","119.62","33.7996990299871","6.20030097001287","6.20030097001287","6.60030097001287"
"92","Aedes_aegypti","BitingRate","4.15","-73.63","38.2985932871158","1.70140671288424","1.70140671288424","2.10140671288424"
"93","Aedes_aegypti","BitingRate","-3.74","-73.24","35.2028071188775","4.79719288112246","4.79719288112246","5.19719288112246"
"94","Aedes_aegypti","BitingRate","1.29","103.85","33.7999034711973","6.20009652880267","6.20009652880267","6.60009652880267"
"95","Aedes_aegypti","BitingRate","-2.48","-44.23","33.7994558514937","6.20054414850633","6.20054414850633","6.60054414850633"
"96","Aedes_aegypti","BitingRate","-1.44","-48.5","35.1985826537376","4.8014173462624","4.8014173462624","5.2014173462624"
"97","Aedes_aegypti","BitingRate","-1.38","-48.38","34.9149976800506","5.08500231994943","5.08500231994943","5.48500231994943"
"98","Aedes_aegypti","BitingRate","0.39","9.45","33.7991883987507","6.20081160124933","6.20081160124933","6.60081160124933"
"99","Aedes_aegypti","BitingRate","4.83","-52.45","33.8005093116472","6.1994906883528","6.1994906883528","6.5994906883528"
"100","Aedes_aegypti","BitingRate","4.85","-52.33","33.9082547741701","6.09174522582992","6.09174522582992","6.49174522582992"
"101","Aedes_aegypti","BitingRate","4.88","-52.28","33.7995872573229","6.20041274267712","6.20041274267712","6.60041274267711"
"102","Aedes_aegypti","BitingRate","-3.78","-38.59","33.7995913627241","6.20040863727588","6.20040863727588","6.60040863727588"
"103","Aedes_aegypti","BitingRate","-3.75","-73.27","35.2138193740917","4.78618062590834","4.78618062590834","5.18618062590834"
"104","Aedes_aegypti","BitingRate","-3.73","-73.25","35.1686385999837","4.83136140001628","4.83136140001628","5.23136140001628"
"105","Aedes_aegypti","BitingRate","-3.73","-73.26","35.2078346232313","4.79216537676874","4.79216537676874","5.19216537676874"
"106","Aedes_aegypti","BitingRate","-2.33","106.22","33.7997757908663","6.20022420913366","6.20022420913366","6.60022420913366"
"107","Aedes_aegypti","BitingRate","-1.43","-48.5","35.2028246649927","4.79717533500734","4.79717533500734","5.19717533500734"
"108","Aedes_aegypti","BitingRate","-0.16","-50.38","33.8588118024821","6.14118819751792","6.14118819751792","6.54118819751792"
"109","Aedes_aegypti","BitingRate","1.51","103.51","33.7999416178643","6.20005838213572","6.20005838213572","6.60005838213571"
"110","Aedes_aegypti","BitingRate","3.04","101.44","34.1883468114673","5.81165318853267","5.81165318853267","6.21165318853267"
"111","Aedes_aegypti","BitingRate","4.57","-52.47","33.7999390740977","6.20006092590235","6.20006092590235","6.60006092590235"
"112","Aedes_aegypti","BitingRate","4.86","-52.27","33.9089727436554","6.09102725634462","6.09102725634462","6.49102725634462"
"113","Aedes_aegypti","BitingRate","4.9","-52.5","33.7999902377905","6.20000976220953","6.20000976220953","6.60000976220953"
"114","Aedes_aegypti","BitingRate","4.91","-52.28","33.8199118170917","6.18008818290834","6.18008818290834","6.58008818290834"
"115","Aedes_aegypti","BitingRate","-4.5","-73.58","34.5232626000737","5.47673739992631","5.47673739992631","5.87673739992631"
"116","Aedes_aegypti","BitingRate","-3.75","-38.58","33.7996698445053","6.20033015549469","6.20033015549469","6.60033015549469"
"117","Aedes_aegypti","BitingRate","-3.11","-60.02","36.1542579768807","3.84574202311927","3.84574202311927","4.24574202311927"
"118","Aedes_aegypti","BitingRate","-3.1","-60.02","36.2030561080401","3.79694389195991","3.79694389195991","4.1969438919599"
"119","Aedes_aegypti","BitingRate","-3.06","-60.01","36.1559798667459","3.84402013325407","3.84402013325407","4.24402013325407"
"120","Aedes_aegypti","BitingRate","-3.02","-59.97","36.0232104918451","3.97678950815489","3.97678950815489","4.37678950815489"
"121","Aedes_aegypti","BitingRate","-3.98","-40.69","35.4110563762627","4.58894362373729","4.58894362373729","4.98894362373729"
"122","Aedes_aegypti","BitingRate","-2.51","-44.3","33.7999101050177","6.20008989498228","6.20008989498228","6.60008989498228"
"123","Aedes_aegypti","BitingRate","1.75","104.07","33.7996534293989","6.20034657060106","6.20034657060106","6.60034657060106"
"124","Aedes_aegypti","BitingRate","2.83","-60.66","36.4774787469515","3.52252125304855","3.52252125304855","3.92252125304854"
"125","Aedes_aegypti","BitingRate","3.43","-76.53","33.7996745348399","6.20032546516013","6.20032546516013","6.60032546516013"
"126","Aedes_aegypti","BitingRate","3.46","-76.47","33.7996287894759","6.20037121052412","6.20037121052412","6.60037121052412"
"127","Aedes_aegypti","BitingRate","3.47","-76.52","33.7997562163329","6.20024378366706","6.20024378366706","6.60024378366705"
"128","Aedes_aegypti","BitingRate","3.48","-76.47","33.7998007189883","6.20019928101173","6.20019928101173","6.60019928101173"
"129","Aedes_aegypti","BitingRate","3.48","-76.48","33.7996236171399","6.20037638286009","6.20037638286009","6.60037638286008"
"130","Aedes_aegypti","BitingRate","-3.91","-70.93","33.7996037380663","6.20039626193375","6.20039626193375","6.60039626193375"
"131","Aedes_aegypti","BitingRate","-3.75","-73.26","35.1256095156183","4.87439048438168","4.87439048438168","5.27439048438168"
"132","Aedes_aegypti","BitingRate","-3.74","-73.26","35.1867025233723","4.81329747662775","4.81329747662775","5.21329747662774"
"133","Aedes_aegypti","BitingRate","-3.72","-73.24","35.1882497309578","4.81175026904219","4.81175026904219","5.21175026904218"
"134","Aedes_aegypti","BitingRate","-3.38","-43.11","37.3815073787431","2.61849262125689","2.61849262125689","3.01849262125689"
"135","Aedes_aegypti","BitingRate","-3.22","40.11","33.7998632095314","6.20013679046863","6.20013679046863","6.60013679046863"
"136","Aedes_aegypti","BitingRate","-2.95","-60.03","35.5998773861234","4.40012261387664","4.40012261387664","4.80012261387664"
"137","Aedes_aegypti","BitingRate","-2.6","-44.35","34.8184942940903","5.18150570590969","5.18150570590969","5.58150570590968"
"138","Aedes_aegypti","BitingRate","-2.56","-44.23","33.7997752326126","6.20022476738743","6.20022476738743","6.60022476738742"
"139","Aedes_aegypti","BitingRate","-2.43","-44.78","34.4308946870243","5.56910531297574","5.56910531297574","5.96910531297573"
"140","Aedes_aegypti","BitingRate","-0.1","34.75","35.1625910505492","4.83740894945078","4.83740894945078","5.23740894945078"
"141","Aedes_aegypti","BitingRate","2.92","11.15","33.7999630257232","6.20003697427683","6.20003697427683","6.60003697427683"
"142","Aedes_aegypti","BitingRate","2.93","11.98","33.79982066974","6.20017933025999","6.20017933025999","6.60017933025999"
"143","Aedes_aegypti","BitingRate","3.52","11.5","33.7999669089507","6.20003309104928","6.20003309104928","6.60003309104928"
"144","Aedes_aegypti","BitingRate","3.87","11.52","33.7993070236677","6.20069297633232","6.20069297633232","6.60069297633232"
"145","Aedes_aegypti","BitingRate","3.9","12.53","34.1607921851203","5.83920781487965","5.83920781487965","6.23920781487965"
"146","Aedes_aegypti","BitingRate","4.02","9.19","33.7999139677006","6.20008603229937","6.20008603229937","6.60008603229937"
"147","Aedes_aegypti","BitingRate","4.05","9.71","33.7999867444161","6.2000132555839","6.2000132555839","6.6000132555839"
"148","Aedes_aegypti","BitingRate","4.07","9.37","33.7998066343762","6.20019336562376","6.20019336562376","6.60019336562376"
"149","Aedes_aegypti","BitingRate","4.16","9.23","33.7998172822845","6.20018271771554","6.20018271771554","6.60018271771554"
"150","Aedes_aegypti","BitingRate","4.43","14.36","34.6926622370158","5.30733776298423","5.30733776298423","5.70733776298422"
"151","Aedes_aegypti","BitingRate","4.5","9.57","36.1958726117165","3.80412738828348","3.80412738828348","4.20412738828348"
"152","Aedes_aegypti","BitingRate","4.58","13.68","34.2868818047453","5.71311819525472","5.71311819525472","6.11311819525471"
"153","Aedes_aegypti","BitingRate","-4.3","-47.56","36.513266150363","3.48673384963703","3.48673384963703","3.88673384963703"
"154","Aedes_aegypti","BitingRate","-3.8","-38.58","33.799982875143","6.20001712485703","6.20001712485703","6.60001712485703"
"155","Aedes_aegypti","BitingRate","-3.8","-38.59","33.7999077321964","6.20009226780358","6.20009226780358","6.60009226780357"
"156","Aedes_aegypti","BitingRate","-3.78","-38.6","33.7996703416972","6.20032965830279","6.20032965830279","6.60032965830279"
"157","Aedes_aegypti","BitingRate","-3.76","-38.56","33.7991737560947","6.2008262439053","6.2008262439053","6.6008262439053"
"158","Aedes_aegypti","BitingRate","-3.75","-38.57","33.7996143445127","6.20038565548733","6.20038565548733","6.60038565548733"
"159","Aedes_aegypti","BitingRate","-3.75","-38.55","33.7995084272786","6.20049157272145","6.20049157272145","6.60049157272145"
"160","Aedes_aegypti","BitingRate","-3.74","-38.52","33.7999710572798","6.20002894272022","6.20002894272022","6.60002894272021"
"161","Aedes_aegypti","BitingRate","-3.72","-38.54","33.7999252340856","6.20007476591444","6.20007476591444","6.60007476591444"
"162","Aedes_aegypti","BitingRate","-3.1","-60.05","36.2121373987206","3.78786260127936","3.78786260127936","4.18786260127936"
"163","Aedes_aegypti","BitingRate","-3.08","-60.03","36.212258666981","3.78774133301898","3.78774133301898","4.18774133301898"
"164","Aedes_aegypti","BitingRate","2.81","-60.72","36.440664556612","3.55933544338802","3.55933544338802","3.95933544338802"
"165","Aedes_aegypti","BitingRate","3.58","98.66","34.2508906753581","5.74910932464187","5.74910932464187","6.14910932464187"
"166","Aedes_aegypti","BitingRate","-3.86","39.47","35.5540524970015","4.44594750299849","4.44594750299849","4.84594750299848"
"167","Aedes_aegypti","BitingRate","-3.69","-40.38","35.8384237150998","4.16157628490022","4.16157628490022","4.56157628490022"
"168","Aedes_aegypti","BitingRate","-3.12","-60.02","36.2565784520261","3.74342154797392","3.74342154797392","4.14342154797392"
"169","Aedes_aegypti","BitingRate","-2.51","-44.31","33.8155388720427","6.1844611279573","6.1844611279573","6.5844611279573"
"170","Aedes_aegypti","BitingRate","-1.4","-48.45","34.9794342281901","5.02056577180986","5.02056577180986","5.42056577180985"
"171","Aedes_aegypti","BitingRate","-1.37","-48.38","34.8846105685643","5.11538943143566","5.11538943143566","5.51538943143566"
"172","Aedes_aegypti","BitingRate","-0.16","-74.78","34.3737826669651","5.62621733303488","5.62621733303488","6.02621733303488"
"173","Aedes_aegypti","BitingRate","0.07","32.47","33.799607349447","6.20039265055296","6.20039265055296","6.60039265055296"
"174","Aedes_aegypti","BitingRate","3.23","101.7","35.2003633924006","4.79963660759942","4.79963660759942","5.19963660759942"
"175","Aedes_aegypti","BitingRate","3.41","-76.51","33.7993215122524","6.2006784877476","6.2006784877476","6.6006784877476"
"176","Aedes_aegypti","BitingRate","3.43","-76.52","33.7998021273352","6.2001978726648","6.2001978726648","6.6001978726648"
"177","Aedes_aegypti","BitingRate","3.53","-76.3","33.7927121627655","6.2072878372345","6.2072878372345","6.60728783723449"
"178","Aedes_aegypti","BitingRate","3.55","-76.31","33.7971880766073","6.20281192339272","6.20281192339272","6.60281192339272"
"179","Aedes_aegypti","BitingRate","3.88","-77.04","33.7993542810263","6.2006457189737","6.2006457189737","6.60064571897369"
"180","Aedes_aegypti","BitingRate","3.98","101.03","34.2491015571433","5.75089844285669","5.75089844285669","6.15089844285669"
"181","Aedes_aegypti","BitingRate","4.08","-76.2","33.797960387152","6.20203961284801","6.20203961284801","6.60203961284801"
"182","Aedes_aegypti","BitingRate","4.09","-76.21","33.7916943332398","6.20830566676022","6.20830566676022","6.60830566676022"
"183","Aedes_aegypti","BitingRate","4.41","-73.95","33.7999828678469","6.20001713215305","6.20001713215305","6.60001713215305"
"184","Aedes_aegypti","BitingRate","-3.76","-38.55","33.7999025123389","6.20009748766108","6.20009748766108","6.60009748766107"
"185","Aedes_aegypti","BitingRate","-3.76","-38.6","33.7997904640331","6.20020953596691","6.20020953596691","6.60020953596691"
"186","Aedes_aegypti","BitingRate","-3.74","-38.5","33.7996027735662","6.20039722643378","6.20039722643378","6.60039722643378"
"187","Aedes_aegypti","BitingRate","-3.73","-38.58","33.7996581274636","6.20034187253643","6.20034187253643","6.60034187253643"
"188","Aedes_aegypti","BitingRate","-3.72","-38.52","33.7999957581654","6.20000424183461","6.20000424183461","6.6000042418346"
"189","Aedes_aegypti","BitingRate","-3.71","-38.61","33.7996684102459","6.20033158975409","6.20033158975409","6.60033158975408"
"190","Aedes_aegypti","BitingRate","-3.23","-60.14","35.9368350672957","4.06316493270435","4.06316493270435","4.46316493270434"
"191","Aedes_aegypti","BitingRate","-3.23","40.13","33.7997754324556","6.20022456754435","6.20022456754435","6.60022456754435"
"192","Aedes_aegypti","BitingRate","-3.07","-59.96","36.1695860476301","3.83041395236994","3.83041395236994","4.23041395236994"
"193","Aedes_aegypti","BitingRate","4.21","-74.65","33.7994521071404","6.20054789285955","6.20054789285955","6.60054789285955"
"194","Aedes_aegypti","BitingRate","4.3","-74.81","34.2083923197705","5.79160768022954","5.79160768022954","6.19160768022954"
"195","Aedes_aegypti","BitingRate","-4.1","-63.12","36.1292957350363","3.87070426496373","3.87070426496373","4.27070426496373"
"196","Aedes_aegypti","BitingRate","-3.29","-60.62","35.7088926419544","4.29110735804564","4.29110735804564","4.69110735804563"
"197","Aedes_aegypti","BitingRate","-3.12","-60.01","36.1516405597482","3.84835944025176","3.84835944025176","4.24835944025175"
"198","Aedes_aegypti","BitingRate","-3.11","-60.06","36.19632623959","3.80367376041005","3.80367376041005","4.20367376041005"
"199","Aedes_aegypti","BitingRate","-3.09","-59.96","36.1973284867255","3.8026715132745","3.8026715132745","4.2026715132745"
"200","Aedes_aegypti","BitingRate","-3.06","-59.94","36.1134075548751","3.88659244512488","3.88659244512488","4.28659244512488"
"201","Aedes_aegypti","BitingRate","-2.99","104.76","34.234359864529","5.76564013547102","5.76564013547102","6.16564013547102"
"202","Aedes_aegypti","BitingRate","-1.65","11.98","33.7997887217974","6.20021127820256","6.20021127820256","6.60021127820256"
"203","Aedes_aegypti","BitingRate","-1.26","-69.73","33.7998315567001","6.20016844329987","6.20016844329987","6.60016844329986"
"204","Aedes_aegypti","BitingRate","0.27","-76.85","33.7998795142296","6.20012048577043","6.20012048577043","6.60012048577043"
"205","Aedes_aegypti","BitingRate","0.29","9.51","33.8298850676929","6.17011493230712","6.17011493230712","6.57011493230712"
"206","Aedes_aegypti","BitingRate","0.4","-76.78","33.7995974009912","6.20040259900878","6.20040259900878","6.60040259900877"
"207","Aedes_aegypti","BitingRate","0.67","-76.87","33.7999292272953","6.20007077270473","6.20007077270473","6.60007077270473"
"208","Aedes_aegypti","BitingRate","0.68","-76.58","33.7997745876343","6.20022541236571","6.20022541236571","6.60022541236571"
"209","Aedes_aegypti","BitingRate","-3.76","-73.26","35.1319684634611","4.86803153653885","4.86803153653885","5.26803153653885"
"210","Aedes_aegypti","BitingRate","-3.74","-73.25","35.1737277899267","4.82627221007333","4.82627221007333","5.22627221007333"
"211","Aedes_aegypti","BitingRate","-0.83","12.72","33.964123111817","6.03587688818295","6.03587688818295","6.43587688818295"
"212","Aedes_aegypti","BitingRate","0.31","9.51","33.7999720001617","6.20002799983828","6.20002799983828","6.60002799983828"
"213","Aedes_aegypti","BitingRate","0.37","9.46","33.7997400987082","6.20025990129177","6.20025990129177","6.60025990129176"
"214","Aedes_aegypti","BitingRate","0.38","9.46","33.7999999890307","6.2000000109693","6.2000000109693","6.6000000109693"
"215","Aedes_aegypti","BitingRate","0.39","9.48","33.7998795152915","6.20012048470847","6.20012048470847","6.60012048470847"
"216","Aedes_aegypti","BitingRate","0.4","9.48","33.7997116690876","6.20028833091243","6.20028833091243","6.60028833091243"
"217","Aedes_aegypti","BitingRate","0.41","9.52","33.7997266743333","6.20027332566675","6.20027332566675","6.60027332566675"
"218","Aedes_aegypti","BitingRate","0.41","9.46","33.799916809168","6.20008319083198","6.20008319083198","6.60008319083198"
"219","Aedes_aegypti","BitingRate","0.41","9.44","33.7998832442141","6.20011675578589","6.20011675578589","6.60011675578589"
"220","Aedes_aegypti","BitingRate","0.43","9.47","33.7998899906483","6.20011000935175","6.20011000935175","6.60011000935175"
"221","Aedes_aegypti","BitingRate","0.43","9.49","33.7996396940425","6.20036030595749","6.20036030595749","6.60036030595749"
"222","Aedes_aegypti","BitingRate","0.44","9.44","33.7999464451421","6.20005355485787","6.20005355485787","6.60005355485787"
"223","Aedes_aegypti","BitingRate","0.44","9.43","33.7998579699863","6.20014203001372","6.20014203001372","6.60014203001372"
"224","Aedes_aegypti","BitingRate","0.44","9.5","33.7999059307821","6.20009406921794","6.20009406921794","6.60009406921794"
"225","Aedes_aegypti","BitingRate","0.47","9.41","33.7999186623924","6.20008133760764","6.20008133760764","6.60008133760764"
"226","Aedes_aegypti","BitingRate","0.49","9.4","33.7997117825561","6.20028821744395","6.20028821744395","6.60028821744395"
"227","Aedes_aegypti","BitingRate","0.99","9.59","33.7999821834504","6.2000178165496","6.2000178165496","6.6000178165496"
"228","Aedes_aegypti","BitingRate","1.6","11.58","33.7997097421779","6.20029025782211","6.20029025782211","6.60029025782211"
